Line Start,Line End,Rhyme Type,Words
335,336,M,go / undertake
337,338,M,myghtily / hond
339,340,M,cruelly / lond
341,342,M,fond / werreye
343,344,M,bond / pleye
345,346,E,claudius / galien
347,348,E,corageus / egipcien
349,350,E,arabyen / fighte
351,352,M,slen / flighte
353,354,M,two / alle
355,356,E,thymalao / calle
357,358,M,galle / endure
359,360,M,falle / mysaventure
361,362,M,governaunce / tweye
363,364,M,vengeaunce / weye
365,366,M,seye / hente
367,368,M,tweye / wente
369,370,M,wan / perree
371,372,M,aurelian / see
373,374,M,shee / hangynge
375,376,E,degree / clothynge
377,378,M,was / emperoures
379,380,E,allas / stoures
381,382,M,toures / vitremyte
383,384,M,floures / quyte
385,386,E,spayne / magestee
387,388,M,complayne / flee
389,390,E,subtiltee / tente
391,392,M,thee / rente
393,394,M,therinne / gleede
395,396,M,synne / nede
397,398,M,heede / armorike
399,400,M,meede / brike
401,402,E,also / maistrie
403,404,M,wo / envie
405,406,E,chivalrie / morwe
407,408,M,gye / sorwe
409,410,E,viscounte / lumbardye
411,412,M,acounte / hye
413,414,E,allye / sone-in-lawe
415,416,M,dye / slawe
417,418,E,langour / pitee
419,420,M,tour / he
421,422,M,thre / age
423,424,E,crueltee / cage
425,426,E,prisoun / pize
427,428,E,suggestioun / rise
429,430,M,wise / hadde
431,432,M,suffise / badde
433,434,M,hour / broght
435,436,M,tour / noght
437,438,M,thoght / dyen
439,440,M,wroght / yen
441,442,M,age / wepe
443,444,M,potage / kepe
445,446,M,slepe / evere
447,448,M,crepe / levere
449,450,M,crye / lay
451,452,M,dye / day
453,454,M,say / byte
455,456,E,weylaway / wyte
457,458,M,was / wo
459,460,M,allas / two
461,462,M,fro / seyde
463,464,M,two / deyde
465,466,M,starf / pize
467,468,M,carf / suffise
469,470,M,wise / ytaille
471,472,M,devyse / faille
473,474,E,vicius / adoun
475,476,E,swetonius / subjeccioun
477,478,E,septemtrioun / white
479,480,M,doun / delite
481,482,M,array / he
483,484,M,day / see
485,486,M,plentee / pleye
487,488,E,decree / obeye
489,490,M,delicasie / day
491,492,M,crie / lay
493,494,E,array / biholde
495,496,E,weilaway / tolde
497,498,M,sighte / she
499,500,E,myghte / beautee
501,502,M,he / made
503,504,E,crueltee / wade
505,506,E,emperour / curteisye
507,508,M,flour / lye
509,510,E,maistrye / sowple
511,512,E,tirannye / uncowple
513,514,M,devyse / drede
515,516,M,chastise / dede
517,518,E,nede / tirannye
519,520,M,blede / dye
521,522,M,acustumaunce / ryse
523,524,M,grevaunce / wise
525,526,M,wise / manere
527,528,M,tormentise / deere
529,530,M,lenger / cherice
531,532,M,strenger / nyce
533,534,M,vice / calle
535,536,M,trice / falle
537,538,M,nyght / espied
539,540,M,dight / allied
541,542,M,cried / alle
543,544,E,mysgyed / calle
545,546,M,doun / seyde
547,548,E,neroun / breyde
549,550,M,preyde / bityde
551,552,M,deyde / hyde
553,554,M,tweye / reed
555,556,M,preye / heed
557,558,M,deed / defame
559,560,M,reed / game
561,562,M,kyng / subjeccioun
563,564,M,thyng / renoun
565,566,E,presumpcioun / kiste
567,568,M,doun / wiste
569,570,E,awe / libertee
571,572,M,lawe / hee
573,574,M,bee / trespace
575,576,E,citee / place
577,578,E,oloferne / a-nyght
579,580,M,berne / myght
581,582,E,upright / tente
583,584,M,wight / wente
585,586,E,anthiochus / magestee
587,588,M,venymus / he
589,590,E,machabee / seyde
591,592,E,prosperitee / deyde
593,594,M,pride / attayne
595,596,M,syde / montayne
597,598,M,restrayne / hate
599,600,M,payne / abate
601,602,E,thymothee / myghtily
603,604,M,he / hastily
605,606,E,despitously / eftsoone
607,608,E,cruelly / soone
609,610,M,smoot / incurable
611,612,M,boot / importable
613,614,M,resonable / peyne
615,616,M,dampnable / restreyne
617,618,M,hoost / war
619,620,M,boost / char
621,622,E,totar / ryde
623,624,M,bar / syde
625,626,E,cruelly / crepte
627,628,E,horribly / kepte
629,630,M,slepte / endure
631,632,M,wepte / creature
633,634,E,also / careyne
635,636,M,fro / peyne
637,638,M,monteyne / homycide
639,640,M,pleyne / pryde
641,642,E,commune / discrecioun
643,644,E,fortune / conclusioun
645,646,E,renoun / sende
647,648,E,adoun / ende
649,650,E,maked / conquerour
651,652,M,quaked / flour
653,654,E,honour / aswage
655,656,E,labour / corage
657,658,M,tolde / mo
659,660,M,bolde / wo
661,662,M,go / devyse
663,664,E,everemo / suffise
665,666,M,machabee / was
667,668,E,contree / allas
669,670,M,cas / weere
671,672,M,aas / teere
673,674,M,compleyne / franchise
675,676,M,demeyne / suffise
677,678,F,emprise / endite
679,680,M,despise / wyte
681,682,E,labour / magestee
683,684,M,conquerour / see
685,686,E,tretee / tributarie
687,688,M,he / adversarie
689,690,E,thessalie / lawe
691,692,E,chivalrie / dawe
693,694,M,slawe / fledde
695,696,M,awe / spedde
697,698,E,biwaille / governour
699,700,E,bataille / traitour
701,702,E,favour / broghte
703,704,E,conquerour / broghte
705,706,M,julius / hey
707,708,E,cassius / envye
709,710,E,conspiracye / wise
711,712,M,dye / devyse
713,714,M,wente / goon
715,716,M,hente / foon
717,718,M,anoon / lye
719,720,M,oon / lye
721,722,E,herte / honestee
723,724,M,smerte / he
725,726,E,privetee / traunce
727,728,M,hee / remembraunce
729,730,E,recomende / also
731,732,M,ende / two
733,734,M,foo / longe
735,736,E,everemoo / stronge
737,738,M,lyde / dradde
739,740,M,pryde / ladde
741,742,M,shadde / escape
743,744,M,hadde / gape
745,746,E,stente / agayn
747,748,M,sente / rayn
749,750,M,slayn / mette
751,752,M,fayn / sette
753,754,M,thoughte / syde
755,756,M,broughte / pryde
757,758,M,bisyde / habounde
759,760,M,signyfyde / expounde
761,762,M,meene / reyn
763,764,M,clene / seyn
765,766,M,certeyn / drye
767,768,M,pleyn / phanye
769,770,M,kyng / availle
771,772,M,thyng / biwaille
773,774,M,assaille / proude
775,776,M,faille / clowde
