Line Number,Word 1,Word 2,Rhyme Type
403,wo,envie,M
405,chivalrie,morwe,E
407,gye,sorwe,M
409,viscounte,lumbardye,E
411,acounte,hye,M
413,allye,sone-in-lawe,E
415,dye,slawe,M
417,langour,pitee,E
419,tour,he,M
421,thre,age,M
423,crueltee,cage,E
425,prisoun,pize,E
427,suggestioun,rise,E
429,wise,hadde,M
431,suffise,badde,M
433,hour,broght,M
435,tour,noght,M
437,thoght,dyen,M
439,wroght,yen,M
441,age,wepe,M
443,potage,kepe,M
445,slepe,evere,M
447,crepe,levere,M
449,crye,lay,M
451,dye,day,M
453,say,byte,M
455,weylaway,wyte,E
457,was,wo,M
459,allas,two,M
461,fro,seyde,M
463,two,deyde,M
465,starf,pize,M
467,carf,suffise,M
469,wise,ytaille,M
471,devyse,faille,M
473,vicius,adoun,E
475,swetonius,subjeccioun,E
477,septemtrioun,white,E
479,doun,delite,M
481,array,he,M
483,day,see,M
485,plentee,pleye,M
487,decree,obeye,E
489,delicasie,day,M
491,crie,lay,M
493,array,biholde,E
495,weilaway,tolde,E
497,sighte,she,M
499,myghte,beautee,E
501,he,made,M
503,crueltee,wade,E
505,emperour,curteisye,E
507,flour,lye,M
509,maistrye,sowple,E
511,tirannye,uncowple,E
513,devyse,drede,M
515,chastise,dede,M
517,nede,tirannye,E
519,blede,dye,M
521,acustumaunce,ryse,M
523,grevaunce,wise,M
525,wise,manere,M
527,tormentise,deere,M
529,lenger,cherice,M
531,strenger,nyce,M
533,vice,calle,M
535,trice,falle,M
537,nyght,espied,M
539,dight,allied,M
541,cried,alle,M
543,mysgyed,calle,E
545,doun,seyde,M
547,neroun,breyde,E
549,preyde,bityde,M
551,deyde,hyde,M
553,tweye,reed,M
555,preye,heed,M
557,deed,defame,M
559,reed,game,M
561,kyng,subjeccioun,M
563,thyng,renoun,M
565,presumpcioun,kiste,E
567,doun,wiste,M
569,awe,libertee,E
571,lawe,hee,M
573,bee,trespace,M
575,citee,place,E
577,oloferne,a-nyght,E
579,berne,myght,M
581,upright,tente,E
583,wight,wente,M
585,anthiochus,magestee,E
587,venymus,he,M
589,machabee,seyde,E
591,prosperitee,deyde,E
593,pride,attayne,M
595,syde,montayne,M
597,restrayne,hate,M
599,payne,abate,M
601,thymothee,myghtily,E
603,he,hastily,M
605,despitously,eftsoone,E
607,cruelly,soone,E
609,smoot,incurable,M
611,boot,importable,M
613,resonable,peyne,M
615,dampnable,restreyne,M
617,hoost,war,M
619,boost,char,M
621,totar,ryde,E
623,bar,syde,M
625,cruelly,crepte,E
627,horribly,kepte,E
629,slepte,endure,M
631,wepte,creature,M
633,also,careyne,E
635,fro,peyne,M
637,monteyne,homycide,M
639,pleyne,pryde,M
641,commune,discrecioun,E
643,fortune,conclusioun,E
645,renoun,sende,E
647,adoun,ende,E
649,maked,conquerour,E
651,quaked,flour,M
653,honour,aswage,E
655,labour,corage,E
657,tolde,mo,M
659,bolde,wo,M
661,go,devyse,M
663,everemo,suffise,E
665,machabee,was,M
667,contree,allas,E
669,cas,weere,M
671,aas,teere,M
673,compleyne,franchise,M
675,demeyne,suffise,M
677,emprise,endite,F
679,despise,wyte,M
681,labour,magestee,E
683,conquerour,see,M
685,tretee,tributarie,E
687,he,adversarie,M
689,thessalie,lawe,E
691,chivalrie,dawe,E
693,slawe,fledde,M
695,awe,spedde,M
697,biwaille,governour,E
699,bataille,traitour,E
701,favour,broghte,E
703,conquerour,broghte,E
705,julius,hey,M
707,cassius,envye,E
709,conspiracye,wise,E
711,dye,devyse,M
713,wente,goon,M
715,hente,foon,M
717,anoon,lye,M
719,oon,lye,M
721,herte,honestee,E
723,smerte,he,M
725,privetee,traunce,E
727,hee,remembraunce,M
729,recomende,also,E
731,ende,two,M
733,foo,longe,M
735,everemoo,stronge,E
737,lyde,dradde,M
739,pryde,ladde,M
741,shadde,escape,M
743,hadde,gape,M
745,stente,agayn,E
747,sente,rayn,M
749,slayn,mette,M
751,fayn,sette,M
753,thoughte,syde,M
755,broughte,pryde,M
757,bisyde,habounde,M
759,signyfyde,expounde,M
761,meene,reyn,M
763,clene,seyn,M
765,certeyn,drye,M
767,pleyn,phanye,M
769,kyng,availle,M
771,thyng,biwaille,M
773,assaille,proude,M
775,faille,clowde,M
